Year,State,District,Total_Male,Male_Below_5_years,Male_5 years_&_Above_Below_14_years,Male_14_years_&_Above_Below_18_years,Male_18_years_ &_Above_Below_30_years,Male_30_years_&_ Above_Below_45_years,Male_45_years_&_Above_Below_60_years,Male_60_years_&_Above,Total_Female,Female_Below_5_years,Female_5_years_&_Above_Below_14_years,Female_14_years_&_Above_Below_18_years,Female_18_years_&_Above_Below_30_years,Female_30_years_&_Above_Below_45_years,Female_45_years_&_Above_Below_60_years,Female_60_years_&_Above,Total_Transgender,Transgender_Below_5_years,Transgender_5 years & Above–Below 14  years,Transgender_14_years_&_Above_Below_18_years,Transgender_18_years_&_Above_Below_30_years,Transgender_30_years_&_Above_Below_45_years,Transgender_45_years_&_Above_Below_60_years,Transgender_60_years_&_Above,Grand_Total,Total_Below_5_years,Total_5_years_&_Above_Below_14_years,Total_14 years & Above - Below 18 years,Total_18_years_&_Above_Below_30_years,Total_30_years_&_Above_Below_45_years,Total_45_years_&_Above_Below_60_years,Total_60_years_&_Above
2019-20,Tamil Nadu,Trichy,87,5,14,8,19,16,11,14,321,9,8,67,192,27,6,12,0,0,0,0,0,0,0,0,408,14,22,75,211,43,17,26
2019-20,Tamil Nadu,Trichy City,76,8,5,7,9,18,14,15,172,4,7,39,85,27,4,6,0,0,0,0,0,0,0,0,248,12,12,46,94,45,18,21
2019-20,Tamil Nadu,Vellore,79,2,8,2,12,26,22,7,271,9,13,55,135,42,9,8,0,0,0,0,0,0,0,0,350,11,21,57,147,68,31,15
2019-20,Tamil Nadu,Villupuram,92,0,2,4,25,27,25,9,358,0,2,48,243,56,5,4,0,0,0,0,0,0,0,0,450,0,4,52,268,83,30,13
2019-20,Tamil Nadu,Virudhunagar,94,15,16,10,11,23,13,6,289,9,20,88,124,41,2,5,0,0,0,0,0,0,0,0,383,24,36,98,135,64,15,11
2019-20,Tamil Nadu,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Tamil Nadu,Other Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Tamil Nadu,Chengalpattu,95,11,12,6,11,21,15,19,340,7,15,49,218,36,12,3,0,0,0,0,0,0,0,0,435,18,27,55,229,57,27,22
2019-20,Tamil Nadu,Kallakurichi,21,1,2,2,7,6,2,1,99,2,3,32,47,12,2,1,0,0,0,0,0,0,0,0,120,3,5,34,54,18,4,2
2019-20,Tamil Nadu,Ranipet,73,6,10,6,21,13,10,7,255,4,10,50,169,19,2,1,0,0,0,0,0,0,0,0,328,10,20,56,190,32,12,8
2019-20,Tamil Nadu,Tiruppattur,72,11,8,8,13,23,5,4,205,11,4,9,131,44,4,2,0,0,0,0,0,0,0,0,277,22,12,17,144,67,9,6
2019-20,Tamil Nadu,Tenkasi,58,9,5,5,9,14,7,9,198,9,9,37,95,40,3,5,0,0,0,0,0,0,0,0,256,18,14,42,104,54,10,14
2019-20,Tamil Nadu,Total Districts ,4381,275,445,326,913,1081,701,640,12937,286,553,2706,6899,1714,410,369,2,0,0,0,0,1,1,0,17320,561,998,3032,7812,2796,1112,1009
2019-20,Telangana,Cyberabad Commissionerate,1593,41,95,123,510,476,218,130,2079,35,88,93,1366,340,98,59,0,0,0,0,0,0,0,0,3672,76,183,216,1876,816,316,189
2019-20,Telangana,Hyderabad Commissionerate,1476,13,94,156,579,378,205,51,1994,13,104,339,963,395,126,54,0,0,0,0,0,0,0,0,3470,26,198,495,1542,773,331,105
2019-20,Telangana,Karimnagar Commissionerate,124,8,9,6,15,54,19,13,290,6,13,40,158,62,9,2,0,0,0,0,0,0,0,0,414,14,22,46,173,116,28,15
2019-20,Telangana,Khammam Commissionerate,114,0,7,1,56,25,19,6,305,1,4,1,254,39,4,2,0,0,0,0,0,0,0,0,419,1,11,2,310,64,23,8
2019-20,Telangana,Nizamabad Commissionerate,197,16,11,7,65,56,28,14,364,16,18,54,223,33,9,11,0,0,0,0,0,0,0,0,561,32,29,61,288,89,37,25
2019-20,Telangana,Rachakonda Commissionerate,1124,18,71,142,734,71,81,7,1628,18,52,110,973,423,43,9,0,0,0,0,0,0,0,0,2752,36,123,252,1707,494,124,16
2019-20,Telangana,Ramagundam Commissionerate,106,0,2,9,41,30,13,11,324,0,0,6,278,31,8,1,0,0,0,0,0,0,0,0,430,0,2,15,319,61,21,12
2019-20,Telangana,Siddipet Commissionerate,146,12,11,12,33,49,19,10,367,12,13,43,235,53,5,6,0,0,0,0,0,0,0,0,513,24,24,55,268,102,24,16
2019-20,Telangana,Warangal Commissionerate,253,11,14,26,87,80,23,12,621,9,24,121,395,49,14,9,0,0,0,0,0,0,0,0,874,20,38,147,482,129,37,21
2019-20,Telangana,Adilabad,31,0,3,2,11,8,6,1,78,3,1,5,56,10,1,2,0,0,0,0,0,0,0,0,109,3,4,7,67,18,7,3
2019-20,Telangana,Bhadradri Kothagudem,100,2,16,0,36,26,14,6,263,4,5,3,197,42,7,5,0,0,0,0,0,0,0,0,363,6,21,3,233,68,21,11
2019-20,Telangana,Jagityal,65,5,1,9,23,17,10,0,234,2,3,55,135,34,3,2,0,0,0,0,0,0,0,0,299,7,4,64,158,51,13,2
2019-20,Telangana,Jayashankar Bhupalpalli,22,0,3,0,8,2,9,0,90,0,5,0,56,15,10,4,0,0,0,0,0,0,0,0,112,0,8,0,64,17,19,4
2019-20,Telangana,Jogulamba Gadwal,29,1,6,4,9,8,1,0,122,1,4,36,74,6,1,0,0,0,0,0,0,0,0,0,151,2,10,40,83,14,2,0
2019-20,Telangana,Kamareddy ,122,15,12,5,26,34,26,4,262,9,16,41,136,47,9,4,0,0,0,0,0,0,0,0,384,24,28,46,162,81,35,8
2019-20,Telangana,Kumaram Bheem Asifabad,44,0,2,7,8,16,6,5,60,1,3,4,38,12,1,1,0,0,0,0,0,0,0,0,104,1,5,11,46,28,7,6
2019-20,Telangana,Mahabubabad,43,2,7,3,17,7,4,3,147,4,1,43,85,12,1,1,1,0,0,0,1,0,0,0,191,6,8,46,103,19,5,4
2019-20,Telangana,Mahabubnagar,96,13,15,5,30,14,12,7,251,7,6,4,204,18,6,6,0,0,0,0,0,0,0,0,347,20,21,9,234,32,18,13
2019-20,Telangana,Medak,101,11,19,6,24,20,15,6,170,3,10,17,111,22,4,3,0,0,0,0,0,0,0,0,271,14,29,23,135,42,19,9
2019-20,Telangana,Nagarkurnool,42,0,7,1,13,15,4,2,145,3,5,17,93,26,1,0,0,0,0,0,0,0,0,0,187,3,12,18,106,41,5,2
2019-20,Telangana,Nalgonda,80,4,9,5,28,22,8,4,295,5,7,29,213,32,8,1,0,0,0,0,0,0,0,0,375,9,16,34,241,54,16,5
2019-20,Telangana,Nirmal,55,5,1,2,20,13,8,6,116,4,2,17,87,3,1,2,0,0,0,0,0,0,0,0,171,9,3,19,107,16,9,8
2019-20,Telangana,Rajanna Siricilla,30,0,0,1,12,6,8,3,107,0,0,5,89,8,3,2,0,0,0,0,0,0,0,0,137,0,0,6,101,14,11,5
2019-20,Telangana,Sangareddy,208,15,25,6,37,80,35,10,406,8,17,100,214,52,14,1,0,0,0,0,0,0,0,0,614,23,42,106,251,132,49,11
2019-20,Telangana,Suryapet,63,5,6,7,18,11,12,4,186,3,7,20,114,33,6,3,0,0,0,0,0,0,0,0,249,8,13,27,132,44,18,7
2019-20,Telangana,Vikarabad,58,5,7,6,18,14,4,4,193,1,3,12,142,23,9,3,0,0,0,0,0,0,0,0,251,6,10,18,160,37,13,7
2019-20,Telangana,Wanaparthy,32,3,4,5,16,4,0,0,179,0,6,63,44,65,1,0,0,0,0,0,0,0,0,0,211,3,10,68,60,69,1,0
2019-20,Telangana,Railway Police Secunderabad,9,0,0,0,4,2,2,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,3,2,1
2019-20,Telangana,Mulug,24,0,5,0,7,9,3,0,41,0,1,0,12,22,6,0,0,0,0,0,0,0,0,0,65,0,6,0,19,31,9,0
2019-20,Telangana,Narayanpet,29,0,2,5,0,18,4,0,84,0,4,2,47,22,9,0,0,0,0,0,0,0,0,0,113,0,6,7,47,40,13,0
2019-20,Telangana,Total Districts ,6416,205,464,561,2485,1565,816,320,11404,168,422,1280,6994,1930,417,193,1,0,0,0,1,0,0,0,17821,373,886,1841,9480,3495,1233,513
2019-20,Tripura,Dhalai,29,0,0,2,9,11,6,1,55,0,0,4,27,22,2,0,0,0,0,0,0,0,0,0,84,0,0,6,36,33,8,1
2019-20,Tripura,Gomati,33,0,0,1,4,17,11,0,207,0,2,10,123,58,13,1,0,0,0,0,0,0,0,0,240,0,2,11,127,75,24,1
2019-20,Tripura,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Tripura,Kowai,39,0,0,0,6,25,7,1,57,0,0,4,21,28,3,1,0,0,0,0,0,0,0,0,96,0,0,4,27,53,10,2
2019-20,Tripura,North,5,0,0,0,2,3,0,0,14,0,4,1,1,8,0,0,0,0,0,0,0,0,0,0,19,0,4,1,3,11,0,0
2019-20,Tripura,Sipahijala,26,1,1,2,8,11,2,1,102,0,0,11,76,13,2,0,0,0,0,0,0,0,0,0,128,1,1,13,84,24,4,1
2019-20,Tripura,South,45,3,2,3,7,22,6,2,112,3,4,15,55,31,3,1,0,0,0,0,0,0,0,0,157,6,6,18,62,53,9,3
2019-20,Tripura,Unakoti,16,0,0,0,8,7,1,0,44,0,1,6,30,6,1,0,0,0,0,0,0,0,0,0,60,0,1,6,38,13,2,0
2019-20,Tripura,West,149,5,6,5,23,71,32,7,379,2,4,25,175,144,24,5,0,0,0,0,0,0,0,0,528,7,10,30,198,215,56,12
2019-20,Tripura,Total Districts ,342,9,9,13,67,167,65,12,970,5,15,76,508,310,48,8,0,0,0,0,0,0,0,0,1312,14,24,89,575,477,113,20
2019-20,Uttar Pradesh,Agra,142,0,5,7,61,34,20,15,154,0,3,8,107,30,3,3,0,0,0,0,0,0,0,0,296,0,8,15,168,64,23,18
2019-20,Uttar Pradesh,Aligarh,73,0,6,9,35,11,6,6,70,0,0,10,49,10,0,1,0,0,0,0,0,0,0,0,143,0,6,19,84,21,6,7
2019-20,Uttar Pradesh,Prayagraj,113,0,7,15,46,20,17,8,155,0,7,46,76,16,8,2,0,0,0,0,0,0,0,0,268,0,14,61,122,36,25,10
2019-20,Uttar Pradesh,Ambedkar Nagar,13,0,0,3,4,2,4,0,26,0,1,3,18,2,0,2,0,0,0,0,0,0,0,0,39,0,1,6,22,4,4,2
2019-20,Uttar Pradesh,Amethi,20,0,1,0,8,6,3,2,19,0,0,6,10,3,0,0,0,0,0,0,0,0,0,0,39,0,1,6,18,9,3,2
2019-20,Uttar Pradesh,Amroha,2,0,1,1,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,1,0,0,0,0
2019-20,Uttar Pradesh,Auraiya,16,0,2,2,7,3,1,1,20,0,0,8,9,3,0,0,0,0,0,0,0,0,0,0,36,0,2,10,16,6,1,1
2019-20,Uttar Pradesh,Azamgarh,108,0,14,13,20,23,30,8,176,0,10,24,100,37,4,1,0,0,0,0,0,0,0,0,284,0,24,37,120,60,34,9
2019-20,Uttar Pradesh,Badaun,44,1,4,6,11,13,7,2,78,0,5,19,35,15,3,1,0,0,0,0,0,0,0,0,122,1,9,25,46,28,10,3
2019-20,Uttar Pradesh,Baghpat,81,0,3,1,44,19,12,2,76,0,1,11,52,9,3,0,0,0,0,0,0,0,0,0,157,0,4,12,96,28,15,2
2019-20,Uttar Pradesh,Bahraich,66,0,0,1,31,14,12,8,72,0,4,5,55,7,1,0,0,0,0,0,0,0,0,0,138,0,4,6,86,21,13,8
2019-20,Uttar Pradesh,Ballia,63,1,4,2,19,21,10,6,69,0,3,10,32,15,6,3,0,0,0,0,0,0,0,0,132,1,7,12,51,36,16,9
2019-20,Uttar Pradesh,Balrampur,30,0,2,4,16,6,1,1,44,0,0,11,24,6,3,0,0,0,0,0,0,0,0,0,74,0,2,15,40,12,4,1
2019-20,Uttar Pradesh,Banda,11,0,0,3,2,2,2,2,24,0,1,4,16,2,1,0,0,0,0,0,0,0,0,0,35,0,1,7,18,4,3,2
2019-20,Uttar Pradesh,Barabanki,49,0,4,13,14,12,3,3,71,0,4,19,34,9,2,3,0,0,0,0,0,0,0,0,120,0,8,32,48,21,5,6
2019-20,Uttar Pradesh,Bareilly,39,0,3,4,16,11,2,3,69,1,4,7,42,12,3,0,0,0,0,0,0,0,0,0,108,1,7,11,58,23,5,3
2019-20,Uttar Pradesh,Basti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Uttar Pradesh,Bijnor,89,1,3,3,31,33,13,5,142,1,1,6,96,32,3,3,0,0,0,0,0,0,0,0,231,2,4,9,127,65,16,8
2019-20,Uttar Pradesh,Bulandshahar,71,1,4,3,22,17,14,10,100,0,2,16,51,26,3,2,0,0,0,0,0,0,0,0,171,1,6,19,73,43,17,12
2019-20,Uttar Pradesh,Chandoli,65,0,1,0,29,14,11,10,93,0,1,6,68,13,2,3,0,0,0,0,0,0,0,0,158,0,2,6,97,27,13,13
2019-20,Uttar Pradesh,Chitrakoot,3,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
2019-20,Uttar Pradesh,Deoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Uttar Pradesh,Etah,29,1,0,1,5,20,1,1,43,0,1,3,22,16,1,0,0,0,0,0,0,0,0,0,72,1,1,4,27,36,2,1
2019-20,Uttar Pradesh,Etawah,37,0,4,3,15,10,4,1,84,0,3,15,46,17,3,0,0,0,0,0,0,0,0,0,121,0,7,18,61,27,7,1
2019-20,Uttar Pradesh,Ayodhya,18,0,1,2,7,2,4,2,44,0,2,13,22,5,1,1,0,0,0,0,0,0,0,0,62,0,3,15,29,7,5,3
2019-20,Uttar Pradesh,Fatehgarh,33,0,0,2,24,5,2,0,37,0,0,8,21,5,3,0,0,0,0,0,0,0,0,0,70,0,0,10,45,10,5,0
2019-20,Uttar Pradesh,Fatehpur,55,0,11,2,20,11,7,4,93,0,2,8,71,11,1,0,0,0,0,0,0,0,0,0,148,0,13,10,91,22,8,4
2019-20,Uttar Pradesh,Firozabad,58,1,5,29,13,5,3,2,63,2,1,33,20,6,1,0,0,0,0,0,0,0,0,0,121,3,6,62,33,11,4,2
2019-20,Uttar Pradesh,GRP,21,0,0,0,4,11,5,1,16,0,0,4,8,3,1,0,0,0,0,0,0,0,0,0,37,0,0,4,12,14,6,1
2019-20,Uttar Pradesh,Gautambudh Nagar,208,3,9,8,86,40,44,18,326,0,4,83,194,36,7,2,0,0,0,0,0,0,0,0,534,3,13,91,280,76,51,20
2019-20,Uttar Pradesh,Ghaziabad,165,4,17,15,54,36,39,0,174,2,11,44,88,23,6,0,0,0,0,0,0,0,0,0,339,6,28,59,142,59,45,0
2019-20,Uttar Pradesh,Ghazipur,14,0,0,11,3,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,18,3,0,0,0
2019-20,Uttar Pradesh,Gonda,28,0,2,4,9,7,4,2,55,0,0,14,32,6,3,0,0,0,0,0,0,0,0,0,83,0,2,18,41,13,7,2
2019-20,Uttar Pradesh,Gorakhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Uttar Pradesh,Hamirpur,20,0,0,0,8,7,5,0,12,0,0,1,4,5,2,0,0,0,0,0,0,0,0,0,32,0,0,1,12,12,7,0
2019-20,Uttar Pradesh,Hapur,95,0,3,5,55,18,10,4,76,0,2,12,37,14,9,2,0,0,0,0,0,0,0,0,171,0,5,17,92,32,19,6
2019-20,Uttar Pradesh,Hardoi,20,0,1,11,6,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,1,11,9,2,0,0
2019-20,Uttar Pradesh,Hathras,15,0,2,1,5,5,1,1,21,0,2,0,9,10,0,0,0,0,0,0,0,0,0,0,36,0,4,1,14,15,1,1
2019-20,Uttar Pradesh,Jalaun,61,1,3,5,11,38,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,63,1,3,5,12,39,3,0
2019-20,Uttar Pradesh,Jaunpur,16,0,2,2,8,2,2,0,36,0,1,4,28,1,2,0,0,0,0,0,0,0,0,0,52,0,3,6,36,3,4,0
2019-20,Uttar Pradesh,Jhansi,0,0,0,0,0,0,0,0,84,0,21,53,10,0,0,0,0,0,0,0,0,0,0,0,84,0,21,53,10,0,0,0
2019-20,Uttar Pradesh,Kannauj,19,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,12,0,0,0,0
2019-20,Uttar Pradesh,Kanpur Dehat,15,0,0,11,4,0,0,0,38,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,53,0,0,31,22,0,0,0
2019-20,Uttar Pradesh,Kanpur Nagar,216,0,34,39,52,46,40,5,198,0,29,39,79,37,9,5,0,0,0,0,0,0,0,0,414,0,63,78,131,83,49,10
2019-20,Uttar Pradesh,Kasganj,35,0,2,2,6,18,6,1,35,0,0,3,17,14,1,0,0,0,0,0,0,0,0,0,70,0,2,5,23,32,7,1
2019-20,Uttar Pradesh,Kaushambi,22,0,0,8,14,0,0,0,96,0,0,49,47,0,0,0,0,0,0,0,0,0,0,0,118,0,0,57,61,0,0,0
2019-20,Uttar Pradesh,Khiri,41,1,14,14,6,3,1,2,43,0,8,16,19,0,0,0,0,0,0,0,0,0,0,0,84,1,22,30,25,3,1,2
2019-20,Uttar Pradesh,Kushi Nagar,5,1,0,0,2,2,0,0,27,0,2,16,7,2,0,0,0,0,0,0,0,0,0,0,32,1,2,16,9,4,0,0
2019-20,Uttar Pradesh,Lalitpur,4,0,0,3,1,0,0,0,27,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,13,0,0,0
2019-20,Uttar Pradesh,Lucknow Commissionarate,530,8,54,146,144,101,74,3,439,0,96,109,146,69,17,2,0,0,0,0,0,0,0,0,969,8,150,255,290,170,91,5
2019-20,Uttar Pradesh,Maharajganj,0,0,0,0,0,0,0,0,37,0,2,13,22,0,0,0,0,0,0,0,0,0,0,0,37,0,2,13,22,0,0,0
2019-20,Uttar Pradesh,Mahoba,2,0,2,0,0,0,0,0,14,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,6,0,0,0,0
2019-20,Uttar Pradesh,Mainpuri,15,3,7,5,0,0,0,0,33,4,24,5,0,0,0,0,0,0,0,0,0,0,0,0,48,7,31,10,0,0,0,0
2019-20,Uttar Pradesh,Mathura,10,0,0,6,4,0,0,0,30,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,40,0,0,26,14,0,0,0
2019-20,Uttar Pradesh,Mau,22,0,1,1,9,5,4,2,21,0,1,5,9,4,2,0,0,0,0,0,0,0,0,0,43,0,2,6,18,9,6,2
2019-20,Uttar Pradesh,Meerut,68,0,1,1,32,16,15,3,68,0,2,4,44,14,4,0,0,0,0,0,0,0,0,0,136,0,3,5,76,30,19,3
2019-20,Uttar Pradesh,Mirzapur,51,0,5,1,22,12,7,4,80,0,4,13,50,12,1,0,0,0,0,0,0,0,0,0,131,0,9,14,72,24,8,4
2019-20,Uttar Pradesh,Moradabad,44,0,0,24,20,0,0,0,60,0,0,45,15,0,0,0,0,0,0,0,0,0,0,0,104,0,0,69,35,0,0,0
2019-20,Uttar Pradesh,Muzaffarnagar,80,0,0,16,64,0,0,0,92,0,0,36,56,0,0,0,0,0,0,0,0,0,0,0,172,0,0,52,120,0,0,0
2019-20,Uttar Pradesh,Pilibhit,69,0,3,6,26,21,9,4,50,0,1,5,20,22,1,1,0,0,0,0,0,0,0,0,119,0,4,11,46,43,10,5
2019-20,Uttar Pradesh,Pratapgarh,13,0,4,0,9,0,0,0,22,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,35,0,10,0,25,0,0,0
2019-20,Uttar Pradesh,Raibareilly,40,0,1,4,19,10,6,0,64,1,3,11,41,5,2,1,0,0,0,0,0,0,0,0,104,1,4,15,60,15,8,1
2019-20,Uttar Pradesh,Rampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Uttar Pradesh,Saharanpur,64,0,2,7,20,20,10,5,64,0,5,8,30,18,2,1,0,0,0,0,0,0,0,0,128,0,7,15,50,38,12,6
2019-20,Uttar Pradesh,Sambhal,12,1,0,1,7,1,0,2,17,1,4,4,7,1,0,0,0,0,0,0,0,0,0,0,29,2,4,5,14,2,0,2
2019-20,Uttar Pradesh,Sant Kabirnagar,28,0,1,2,8,7,5,5,52,0,0,15,30,3,3,1,0,0,0,0,0,0,0,0,80,0,1,17,38,10,8,6
2019-20,Uttar Pradesh,Shahjahanpur,58,0,2,5,18,15,14,4,72,1,4,20,26,14,5,2,0,0,0,0,0,0,0,0,130,1,6,25,44,29,19,6
2019-20,Uttar Pradesh,Shamli,31,1,2,4,13,8,3,0,46,0,0,5,33,6,2,0,0,0,0,0,0,0,0,0,77,1,2,9,46,14,5,0
2019-20,Uttar Pradesh,Shrawasti,15,1,6,6,2,0,0,0,20,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,35,1,6,25,3,0,0,0
2019-20,Uttar Pradesh,Sidharthnagar,22,0,2,1,14,3,2,0,42,0,0,4,30,7,1,0,0,0,0,0,0,0,0,0,64,0,2,5,44,10,3,0
2019-20,Uttar Pradesh,Sitapur,100,3,14,8,45,30,0,0,99,3,2,19,55,20,0,0,0,0,0,0,0,0,0,0,199,6,16,27,100,50,0,0
2019-20,Uttar Pradesh,Sonbhadra,47,0,3,9,17,9,3,6,94,0,5,11,58,17,2,1,0,0,0,0,0,0,0,0,141,0,8,20,75,26,5,7
2019-20,Uttar Pradesh,Bhadohi,18,0,11,7,0,0,0,0,16,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,13,21,0,0,0,0
2019-20,Uttar Pradesh,Sultanpur,7,0,0,3,0,0,4,0,21,0,0,8,12,0,1,0,0,0,0,0,0,0,0,0,28,0,0,11,12,0,5,0
2019-20,Uttar Pradesh,Unnao,58,0,5,4,28,14,6,1,82,0,3,13,47,17,0,2,0,0,0,0,0,0,0,0,140,0,8,17,75,31,6,3
2019-20,Uttar Pradesh,Varanasi,158,0,6,8,78,31,18,17,183,0,9,23,117,25,5,4,0,0,0,0,0,0,0,0,341,0,15,31,195,56,23,21
2019-20,Uttar Pradesh,Lucknow Grameen,72,0,5,5,45,9,7,1,93,0,2,11,66,8,5,1,0,0,0,0,0,0,0,0,165,0,7,16,111,17,12,2
2019-20,Uttar Pradesh,Total Districts ,3982,33,318,560,1481,861,536,193,5020,16,328,1125,2632,721,148,50,0,0,0,0,0,0,0,0,9002,49,646,1685,4113,1582,684,243
2019-20,Uttarakhand,Almora,15,0,0,1,7,7,0,0,26,0,0,3,10,10,3,0,0,0,0,0,0,0,0,0,41,0,0,4,17,17,3,0
2019-20,Uttarakhand,Bageshwar,14,0,1,2,6,5,0,0,30,0,2,5,13,5,5,0,0,0,0,0,0,0,0,0,44,0,3,7,19,10,5,0
2019-20,Uttarakhand,Chamoli,24,0,0,1,9,10,4,0,21,0,2,5,5,5,4,0,0,0,0,0,0,0,0,0,45,0,2,6,14,15,8,0
2019-20,Uttarakhand,Champawat,19,0,2,2,7,6,2,0,27,0,2,3,4,15,3,0,0,0,0,0,0,0,0,0,46,0,4,5,11,21,5,0
2019-20,Uttarakhand,Dehradun,180,0,4,4,60,60,52,0,191,0,12,20,89,40,28,2,0,0,0,0,0,0,0,0,371,0,16,24,149,100,80,2
2019-20,Uttarakhand,Haridwar,212,0,10,21,70,70,31,10,274,0,28,28,86,90,40,2,0,0,0,0,0,0,0,0,486,0,38,49,156,160,71,12
2019-20,Uttarakhand,Nainital,96,0,5,25,30,25,7,4,152,0,12,34,50,40,16,0,0,0,0,0,0,0,0,0,248,0,17,59,80,65,23,4
2019-20,Uttarakhand,Pauri Garhwal,29,0,1,2,10,10,6,0,38,0,3,8,20,7,0,0,0,0,0,0,0,0,0,0,67,0,4,10,30,17,6,0
2019-20,Uttarakhand,Pithoragarh,9,0,0,1,4,4,0,0,17,0,5,4,4,3,1,0,0,0,0,0,0,0,0,0,26,0,5,5,8,7,1,0
2019-20,Uttarakhand,Rudra Prayag,5,0,0,1,2,2,0,0,21,0,2,3,6,6,4,0,0,0,0,0,0,0,0,0,26,0,2,4,8,8,4,0
2019-20,Uttarakhand,Tehri Garhwal,16,0,0,2,2,6,5,1,41,0,0,2,7,15,15,2,0,0,0,0,0,0,0,0,57,0,0,4,9,21,20,3
2019-20,Uttarakhand,Udhamsingh Nagar,161,2,14,25,52,40,20,8,253,2,26,59,100,50,16,0,0,0,0,0,0,0,0,0,414,4,40,84,152,90,36,8
2019-20,Uttarakhand,Uttarkashi,9,0,0,2,1,2,4,0,17,0,0,1,8,4,4,0,0,0,0,0,0,0,0,0,26,0,0,3,9,6,8,0
2019-20,Uttarakhand,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Uttarakhand,Total Districts ,789,2,37,89,260,247,131,23,1108,2,94,175,402,290,139,6,0,0,0,0,0,0,0,0,1897,4,131,264,662,537,270,29
2019-20,West Bengal,Alipurduar,231,1,9,19,82,61,40,19,513,1,5,95,304,81,19,8,0,0,0,0,0,0,0,0,744,2,14,114,386,142,59,27
2019-20,West Bengal,Asansol-Durgapur PC,420,1,5,10,170,127,69,38,562,1,4,38,385,99,22,13,0,0,0,0,0,0,0,0,982,2,9,48,555,226,91,51
2019-20,West Bengal,Bankura,269,0,1,5,120,73,42,28,649,0,3,89,424,90,24,19,0,0,0,0,0,0,0,0,918,0,4,94,544,163,66,47
2019-20,West Bengal,Barrackpur PC,1009,3,30,41,287,303,194,151,1580,0,34,300,740,318,91,97,0,0,0,0,0,0,0,0,2589,3,64,341,1027,621,285,248
2019-20,West Bengal,Bidhannagar PC,285,4,4,4,97,87,40,49,457,0,8,66,242,93,26,22,0,0,0,0,0,0,0,0,742,4,12,70,339,180,66,71
2019-20,West Bengal,Birbhum,282,0,2,8,133,81,39,19,497,3,6,35,356,81,11,5,0,0,0,0,0,0,0,0,779,3,8,43,489,162,50,24
2019-20,West Bengal,Coochbehar,293,1,8,18,86,121,36,23,1012,1,13,227,470,260,30,11,0,0,0,0,0,0,0,0,1305,2,21,245,556,381,66,34
2019-20,West Bengal,Dakshin Dinajpur,203,2,8,12,81,56,33,11,818,1,15,177,472,135,16,2,0,0,0,0,0,0,0,0,1021,3,23,189,553,191,49,13
2019-20,West Bengal,Darjeeling,110,1,1,4,48,35,15,6,306,0,5,35,166,85,9,6,0,0,0,0,0,0,0,0,416,1,6,39,214,120,24,12
2019-20,West Bengal,Hooghly Rural Police,265,1,0,1,106,76,48,33,818,0,13,106,531,125,26,17,0,0,0,0,0,0,0,0,1083,1,13,107,637,201,74,50
2019-20,West Bengal,Howrah GRP,22,1,0,0,7,3,4,7,8,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,30,2,0,0,11,4,4,9
2019-20,West Bengal,Howrah PC,655,0,13,17,208,192,125,100,837,0,27,153,423,156,47,31,0,0,0,0,0,0,0,0,1492,0,40,170,631,348,172,131
