Year,State,District,Total_Male,Male_Below_5_years,Male_5 years_&_Above_Below_14_years,Male_14_years_&_Above_Below_18_years,Male_18_years_ &_Above_Below_30_years,Male_30_years_&_ Above_Below_45_years,Male_45_years_&_Above_Below_60_years,Male_60_years_&_Above,Total_Female,Female_Below_5_years,Female_5_years_&_Above_Below_14_years,Female_14_years_&_Above_Below_18_years,Female_18_years_&_Above_Below_30_years,Female_30_years_&_Above_Below_45_years,Female_45_years_&_Above_Below_60_years,Female_60_years_&_Above,Total_Transgender,Transgender_Below_5_years,Transgender_5 years & Above–Below 14  years,Transgender_14_years_&_Above_Below_18_years,Transgender_18_years_&_Above_Below_30_years,Transgender_30_years_&_Above_Below_45_years,Transgender_45_years_&_Above_Below_60_years,Transgender_60_years_&_Above,Grand_Total,Total_Below_5_years,Total_5_years_&_Above_Below_14_years,Total_14 years & Above - Below 18 years,Total_18_years_&_Above_Below_30_years,Total_30_years_&_Above_Below_45_years,Total_45_years_&_Above_Below_60_years,Total_60_years_&_Above
2019-20,Madhya Pradesh,Anuppur,104,1,2,7,42,29,22,1,298,0,10,83,152,41,8,4,0,0,0,0,0,0,0,0,402,1,12,90,194,70,30,5
2019-20,Madhya Pradesh,Ashok Nagar,118,1,4,13,51,33,8,8,306,1,9,97,158,37,2,2,0,0,0,0,0,0,0,0,424,2,13,110,209,70,10,10
2019-20,Madhya Pradesh,Balaghat,254,0,3,14,108,60,49,20,736,0,7,150,452,90,28,9,0,0,0,0,0,0,0,0,990,0,10,164,560,150,77,29
2019-20,Madhya Pradesh,Barwani,98,1,4,5,25,41,15,7,434,2,10,106,260,47,8,1,0,0,0,0,0,0,0,0,532,3,14,111,285,88,23,8
2019-20,Madhya Pradesh,Betul,248,2,15,19,93,71,34,14,841,5,16,149,568,80,11,12,0,0,0,0,0,0,0,0,1089,7,31,168,661,151,45,26
2019-20,Madhya Pradesh,Bhind,120,1,14,23,47,22,13,0,215,1,20,58,107,26,3,0,0,0,0,0,0,0,0,0,335,2,34,81,154,48,16,0
2019-20,Madhya Pradesh,Bhopal,107,0,53,49,5,0,0,0,279,2,116,159,2,0,0,0,0,0,0,0,0,0,0,0,386,2,169,208,7,0,0,0
2019-20,Madhya Pradesh,Bhopal Railway,24,0,2,5,7,3,6,1,22,0,0,5,13,1,1,2,0,0,0,0,0,0,0,0,46,0,2,10,20,4,7,3
2019-20,Madhya Pradesh,Burhanpur,84,0,3,2,34,26,13,6,198,1,13,37,116,24,5,2,0,0,0,0,0,0,0,0,282,1,16,39,150,50,18,8
2019-20,Madhya Pradesh,Chhatarpur,151,0,9,25,77,30,10,0,463,0,51,102,204,99,7,0,0,0,0,0,0,0,0,0,614,0,60,127,281,129,17,0
2019-20,Madhya Pradesh,Chhindwara,323,0,11,4,140,87,51,30,943,2,10,112,700,91,15,13,0,0,0,0,0,0,0,0,1266,2,21,116,840,178,66,43
2019-20,Madhya Pradesh,Damoh,209,0,5,16,104,58,19,7,494,3,17,125,254,74,14,7,0,0,0,0,0,0,0,0,703,3,22,141,358,132,33,14
2019-20,Madhya Pradesh,Datia,107,0,4,10,42,30,13,8,179,0,1,43,107,24,4,0,0,0,0,0,0,0,0,0,286,0,5,53,149,54,17,8
2019-20,Madhya Pradesh,Dewas,199,1,3,12,89,70,19,5,807,1,21,166,388,186,37,8,0,0,0,0,0,0,0,0,1006,2,24,178,477,256,56,13
2019-20,Madhya Pradesh,Dhar,260,2,16,16,129,70,26,1,1257,1,27,306,765,136,19,3,0,0,0,0,0,0,0,0,1517,3,43,322,894,206,45,4
2019-20,Madhya Pradesh,Dindori,52,0,5,10,19,11,7,0,270,0,7,77,111,45,29,1,0,0,0,0,0,0,0,0,322,0,12,87,130,56,36,1
2019-20,Madhya Pradesh,Guna,169,0,5,15,73,50,16,10,487,0,12,149,279,34,8,5,0,0,0,0,0,0,0,0,656,0,17,164,352,84,24,15
2019-20,Madhya Pradesh,Gwalior,564,2,31,63,211,157,62,38,951,0,33,172,547,153,28,18,0,0,0,0,0,0,0,0,1515,2,64,235,758,310,90,56
2019-20,Madhya Pradesh,Harda,99,1,5,5,52,23,11,2,330,0,3,67,235,21,2,2,0,0,0,0,0,0,0,0,429,1,8,72,287,44,13,4
2019-20,Madhya Pradesh,Hoshangabad,288,2,8,9,149,81,24,15,670,2,12,112,445,83,11,5,0,0,0,0,0,0,0,0,958,4,20,121,594,164,35,20
2019-20,Madhya Pradesh,Indore,1227,5,69,74,577,330,100,72,2262,2,104,405,1361,310,52,28,0,0,0,0,0,0,0,0,3489,7,173,479,1938,640,152,100
2019-20,Madhya Pradesh,Indore Railway,2,0,0,0,0,0,0,2,5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,1,0,2
2019-20,Madhya Pradesh,Jabalpur,752,2,13,67,328,187,94,61,1427,2,21,310,810,226,35,23,0,0,0,0,0,0,0,0,2179,4,34,377,1138,413,129,84
2019-20,Madhya Pradesh,Jabalpur Railway,7,0,0,0,2,3,2,0,10,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,17,1,0,0,7,7,2,0
2019-20,Madhya Pradesh,Jhabua,52,0,0,0,31,16,5,0,334,0,4,66,231,30,3,0,0,0,0,0,0,0,0,0,386,0,4,66,262,46,8,0
2019-20,Madhya Pradesh,Katni,204,0,10,16,85,49,31,13,539,0,19,110,329,63,8,10,0,0,0,0,0,0,0,0,743,0,29,126,414,112,39,23
2019-20,Madhya Pradesh,Khandwa,394,0,12,48,138,99,73,24,1239,1,88,122,492,361,161,14,0,0,0,0,0,0,0,0,1633,1,100,170,630,460,234,38
2019-20,Madhya Pradesh,Khargone,200,8,16,9,85,52,18,12,863,11,43,230,465,96,15,3,0,0,0,0,0,0,0,0,1063,19,59,239,550,148,33,15
2019-20,Madhya Pradesh,Mandla,133,0,5,14,55,32,23,4,395,0,7,108,228,44,4,4,0,0,0,0,0,0,0,0,528,0,12,122,283,76,27,8
2019-20,Madhya Pradesh,Mandsaur,193,1,10,11,109,44,16,2,548,3,18,64,367,81,15,0,0,0,0,0,0,0,0,0,741,4,28,75,476,125,31,2
2019-20,Madhya Pradesh,Morena,190,0,12,32,80,42,14,10,363,1,9,74,199,68,8,4,0,0,0,0,0,0,0,0,553,1,21,106,279,110,22,14
2019-20,Madhya Pradesh,Narsinghpur,210,0,7,7,101,60,23,12,512,0,4,107,323,61,11,6,0,0,0,0,0,0,0,0,722,0,11,114,424,121,34,18
2019-20,Madhya Pradesh,Neemuch,108,0,1,4,59,24,13,7,366,0,6,50,251,56,3,0,0,0,0,0,0,0,0,0,474,0,7,54,310,80,16,7
2019-20,Madhya Pradesh,Panna,104,0,2,10,40,29,17,6,371,0,11,116,188,39,11,6,0,0,0,0,0,0,0,0,475,0,13,126,228,68,28,12
2019-20,Madhya Pradesh,Raisen,182,2,5,16,53,71,35,0,744,0,14,170,334,190,36,0,0,0,0,0,0,0,0,0,926,2,19,186,387,261,71,0
2019-20,Madhya Pradesh,Rajgarh,118,0,3,7,30,48,26,4,458,0,8,98,235,98,17,2,0,0,0,0,0,0,0,0,576,0,11,105,265,146,43,6
2019-20,Madhya Pradesh,Ratlam,231,0,4,13,124,59,26,5,876,1,77,137,538,94,22,7,0,0,0,0,0,0,0,0,1107,1,81,150,662,153,48,12
2019-20,Madhya Pradesh,Rewa,81,1,12,37,29,2,0,0,227,2,13,101,106,5,0,0,0,0,0,0,0,0,0,0,308,3,25,138,135,7,0,0
2019-20,Madhya Pradesh,Sagar,494,2,22,52,242,116,40,20,1124,4,20,280,668,116,21,15,0,0,0,0,0,0,0,0,1618,6,42,332,910,232,61,35
2019-20,Madhya Pradesh,Satna,392,0,31,51,125,109,41,35,846,0,91,106,431,180,27,11,0,0,0,0,0,0,0,0,1238,0,122,157,556,289,68,46
2019-20,Madhya Pradesh,Seoni,239,6,5,11,110,60,35,12,614,1,10,124,406,56,12,5,0,0,0,0,0,0,0,0,853,7,15,135,516,116,47,17
2019-20,Madhya Pradesh,Shahdol,288,0,11,19,145,66,25,22,902,0,17,113,597,150,19,6,0,0,0,0,0,0,0,0,1190,0,28,132,742,216,44,28
2019-20,Madhya Pradesh,Shajapur,73,0,3,6,28,21,10,5,290,0,3,80,163,41,2,1,0,0,0,0,0,0,0,0,363,0,6,86,191,62,12,6
2019-20,Madhya Pradesh,Sheopur,43,0,0,3,16,13,8,3,125,0,0,23,84,11,6,1,0,0,0,0,0,0,0,0,168,0,0,26,100,24,14,4
2019-20,Madhya Pradesh,Shivpuri,149,0,10,15,76,32,12,4,501,0,30,105,305,50,7,4,0,0,0,0,0,0,0,0,650,0,40,120,381,82,19,8
2019-20,Madhya Pradesh,Sidhi,118,0,11,20,38,27,15,7,380,0,13,103,199,57,5,3,0,0,0,0,0,0,0,0,498,0,24,123,237,84,20,10
2019-20,Madhya Pradesh,Sehore,205,5,10,10,69,72,28,11,482,1,3,74,268,115,16,5,0,0,0,0,0,0,0,0,687,6,13,84,337,187,44,16
2019-20,Madhya Pradesh,Singrauli,128,0,14,17,55,27,11,4,281,0,6,83,148,34,6,4,0,0,0,0,0,0,0,0,409,0,20,100,203,61,17,8
2019-20,Madhya Pradesh,Tikamgarh,70,0,0,4,29,20,14,3,190,0,0,16,141,30,1,2,0,0,0,0,0,0,0,0,260,0,0,20,170,50,15,5
2019-20,Madhya Pradesh,Ujjain,288,0,9,16,121,80,46,16,780,1,33,122,494,115,12,3,0,0,0,0,0,0,0,0,1068,1,42,138,615,195,58,19
2019-20,Madhya Pradesh,Umaria,69,0,1,7,37,11,8,5,202,1,0,45,126,25,5,0,0,0,0,0,0,0,0,0,271,1,1,52,163,36,13,5
2019-20,Madhya Pradesh,Vidisha,212,0,14,17,40,61,59,21,529,1,72,83,149,138,49,37,0,0,0,0,0,0,0,0,741,1,86,100,189,199,108,58
2019-20,Madhya Pradesh,Cyber Crime Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Madhya Pradesh,Niwari,47,0,0,7,19,13,7,1,85,0,2,11,57,10,4,1,0,0,0,0,0,0,0,0,132,0,2,18,76,23,11,2
2019-20,Madhya Pradesh,Total Districts ,10895,46,524,951,4614,2865,1316,579,29588,56,1158,6016,16906,4310,843,299,0,0,0,0,0,0,0,0,40483,102,1682,6967,21520,7175,2159,878
2019-20,Maharashtra,Ahmednagar,756,26,25,11,336,205,74,79,1271,22,23,69,915,191,25,26,0,0,0,0,0,0,0,0,2027,48,48,80,1251,396,99,105
2019-20,Maharashtra,Akola,224,9,2,1,94,62,30,26,433,11,13,0,344,47,12,6,0,0,0,0,0,0,0,0,657,20,15,1,438,109,42,32
2019-20,Maharashtra,Amravati Commr.,239,0,0,0,50,94,60,35,323,0,0,0,198,88,22,15,0,0,0,0,0,0,0,0,562,0,0,0,248,182,82,50
2019-20,Maharashtra,Amravati Rural,244,3,3,2,77,71,58,30,608,0,3,106,388,72,30,9,0,0,0,0,0,0,0,0,852,3,6,108,465,143,88,39
2019-20,Maharashtra,Aurangabad Commr.,468,12,15,30,161,170,60,20,552,9,11,11,341,131,36,13,0,0,0,0,0,0,0,0,1020,21,26,41,502,301,96,33
2019-20,Maharashtra,Aurangabad Rural,199,2,3,2,104,53,25,10,338,3,3,22,232,51,19,8,0,0,0,0,0,0,0,0,537,5,6,24,336,104,44,18
2019-20,Maharashtra,Beed,236,10,8,1,63,89,49,16,373,8,10,0,199,129,20,7,0,0,0,0,0,0,0,0,609,18,18,1,262,218,69,23
2019-20,Maharashtra,Bhandara,186,0,2,8,61,57,42,16,538,0,4,56,388,62,17,11,0,0,0,0,0,0,0,0,724,0,6,64,449,119,59,27
2019-20,Maharashtra,Buldhana,272,21,25,2,108,77,21,18,476,20,22,6,323,85,8,12,0,0,0,0,0,0,0,0,748,41,47,8,431,162,29,30
2019-20,Maharashtra,Chandrapur,366,0,0,0,289,52,15,10,719,0,0,0,565,117,25,12,0,0,0,0,0,0,0,0,1085,0,0,0,854,169,40,22
2019-20,Maharashtra,Dhule,228,0,18,9,62,89,50,0,359,0,0,91,149,119,0,0,0,0,0,0,0,0,0,0,587,0,18,100,211,208,50,0
2019-20,Maharashtra,Gadchiroli,102,1,0,0,36,40,25,0,211,3,4,15,148,30,11,0,0,0,0,0,0,0,0,0,313,4,4,15,184,70,36,0
2019-20,Maharashtra,Gondia,99,0,0,0,25,60,11,3,276,0,0,0,131,77,52,16,0,0,0,0,0,0,0,0,375,0,0,0,156,137,63,19
2019-20,Maharashtra,Hingoli,95,0,1,3,43,30,9,9,122,0,0,12,82,24,2,2,0,0,0,0,0,0,0,0,217,0,1,15,125,54,11,11
2019-20,Maharashtra,Jalgaon,561,32,18,7,135,213,136,20,986,20,13,7,638,249,51,8,0,0,0,0,0,0,0,0,1547,52,31,14,773,462,187,28
2019-20,Maharashtra,Jalna,17,0,0,0,6,11,0,0,52,0,0,24,18,10,0,0,0,0,0,0,0,0,0,0,69,0,0,24,24,21,0,0
2019-20,Maharashtra,Kolhapur,424,23,17,0,166,134,44,40,1104,19,16,0,883,136,31,19,0,0,0,0,0,0,0,0,1528,42,33,0,1049,270,75,59
2019-20,Maharashtra,Latur,180,0,0,0,49,85,39,7,304,0,0,0,121,118,52,13,0,0,0,0,0,0,0,0,484,0,0,0,170,203,91,20
2019-20,Maharashtra,Mumbai Commr.,3140,14,113,207,702,1074,684,346,4300,16,113,662,1857,1159,333,160,0,0,0,0,0,0,0,0,7440,30,226,869,2559,2233,1017,506
2019-20,Maharashtra,Mumbai Railway,49,3,2,0,19,8,6,11,25,3,1,0,19,1,1,0,0,0,0,0,0,0,0,0,74,6,3,0,38,9,7,11
2019-20,Maharashtra,Nagpur Commr.,1083,5,0,18,360,376,202,122,1477,1,19,39,823,421,122,52,0,0,0,0,0,0,0,0,2560,6,19,57,1183,797,324,174
2019-20,Maharashtra,Nagpur Railway,7,1,0,1,1,3,1,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,12,1,0,1,3,6,1,0
2019-20,Maharashtra,Nagpur Rural,328,0,0,0,87,156,70,15,720,0,0,0,482,175,48,15,0,0,0,0,0,0,0,0,1048,0,0,0,569,331,118,30
2019-20,Maharashtra,Nanded,282,9,9,5,142,67,35,15,431,7,13,14,316,61,7,13,0,0,0,0,0,0,0,0,713,16,22,19,458,128,42,28
2019-20,Maharashtra,Nandurbar,101,0,1,0,50,36,8,6,238,0,1,0,192,33,11,1,0,0,0,0,0,0,0,0,339,0,2,0,242,69,19,7
2019-20,Maharashtra,Nasik Commr.,575,15,19,0,217,182,95,47,825,15,6,3,596,142,36,27,1,0,0,0,1,0,0,0,1401,30,25,3,814,324,131,74
2019-20,Maharashtra,Nasik Rural,595,0,0,0,188,232,135,40,1311,0,0,0,859,280,158,14,0,0,0,0,0,0,0,0,1906,0,0,0,1047,512,293,54
2019-20,Maharashtra,Navi Mumbai,564,22,12,4,239,162,76,49,746,19,8,10,481,166,37,25,0,0,0,0,0,0,0,0,1310,41,20,14,720,328,113,74
2019-20,Maharashtra,Osmanabad,133,9,4,0,46,43,18,13,285,9,6,1,208,48,11,2,0,0,0,0,0,0,0,0,418,18,10,1,254,91,29,15
2019-20,Maharashtra,Palghar,160,8,10,1,57,42,28,14,247,5,11,1,185,33,5,7,0,0,0,0,0,0,0,0,407,13,21,2,242,75,33,21
2019-20,Maharashtra,Parbhani,143,0,0,0,83,39,16,5,229,0,0,0,154,43,19,13,0,0,0,0,0,0,0,0,372,0,0,0,237,82,35,18
2019-20,Maharashtra,Pune Commr.,1123,22,16,7,487,364,112,115,1569,11,16,34,1124,282,58,44,0,0,0,0,0,0,0,0,2692,33,32,41,1611,646,170,159
2019-20,Maharashtra,Pune Railway,8,0,0,0,1,2,4,1,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,5,1
2019-20,Maharashtra,Pune Rural,755,41,25,9,316,226,83,55,1403,21,26,59,1043,181,42,31,0,0,0,0,0,0,0,0,2158,62,51,68,1359,407,125,86
2019-20,Maharashtra,Raigad,195,7,8,0,71,62,27,20,331,7,12,2,247,49,7,7,0,0,0,0,0,0,0,0,526,14,20,2,318,111,34,27
2019-20,Maharashtra,Ratnagiri,185,3,5,3,67,58,28,21,218,4,4,4,161,32,7,6,0,0,0,0,0,0,0,0,403,7,9,7,228,90,35,27
2019-20,Maharashtra,Sangli,430,5,8,3,187,143,56,28,932,11,8,5,635,203,41,29,0,0,0,0,0,0,0,0,1362,16,16,8,822,346,97,57
2019-20,Maharashtra,Satara,429,31,1,6,164,129,54,44,1014,17,15,41,787,112,26,16,0,0,0,0,0,0,0,0,1443,48,16,47,951,241,80,60
2019-20,Maharashtra,Sindhudurg,86,4,2,0,25,21,21,13,104,3,4,0,54,26,7,10,0,0,0,0,0,0,0,0,190,7,6,0,79,47,28,23
2019-20,Maharashtra,Solapur Commr.,268,10,13,2,36,104,63,40,349,3,12,1,178,111,24,20,0,0,0,0,0,0,0,0,617,13,25,3,214,215,87,60
2019-20,Maharashtra,Solapur Rural,346,0,0,0,113,131,73,29,621,0,0,0,397,179,29,16,0,0,0,0,0,0,0,0,967,0,0,0,510,310,102,45
2019-20,Maharashtra,Thane Commr.,1446,0,15,19,642,532,238,0,1930,0,12,76,1334,403,105,0,0,0,0,0,0,0,0,0,3376,0,27,95,1976,935,343,0
2019-20,Maharashtra,Thane Rural,187,0,2,0,79,64,27,15,363,1,2,24,270,56,6,4,0,0,0,0,0,0,0,0,550,1,4,24,349,120,33,19
2019-20,Maharashtra,Wardha,353,0,0,0,142,122,58,31,557,0,0,0,452,79,13,13,0,0,0,0,0,0,0,0,910,0,0,0,594,201,71,44
2019-20,Maharashtra,Washim,136,0,0,2,54,46,27,7,207,0,0,18,127,50,7,5,0,0,0,0,0,0,0,0,343,0,0,20,181,96,34,12
2019-20,Maharashtra,Yavatmal,379,1,3,0,201,107,46,21,687,2,1,7,506,149,18,4,0,0,0,0,0,0,0,0,1066,3,4,7,707,256,64,25
2019-20,Maharashtra,Pimpri Chinchwad City,796,0,3,1,279,304,135,74,1159,0,1,2,702,354,70,30,0,0,0,0,0,0,0,0,1955,0,4,3,981,658,205,104
2019-20,Maharashtra,Aurangabad Railway,17,0,0,0,7,6,4,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,15,6,4,0
2019-20,Maharashtra,Mira Bhayandar Vasai Virar Commr.,609,20,16,5,256,188,75,49,943,31,28,30,396,266,158,34,0,0,0,0,0,0,0,0,1552,51,44,35,652,454,233,83
2019-20,Maharashtra,Total Districts ,19804,369,424,369,7183,6621,3253,1585,32283,301,441,1452,20660,6834,1820,775,1,0,0,0,1,0,0,0,52088,670,865,1821,27844,13455,5073,2360
2019-20,Manipur,Bishnupur,17,1,0,4,3,5,3,1,21,1,2,2,9,5,2,0,0,0,0,0,0,0,0,0,38,2,2,6,12,10,5,1
2019-20,Manipur,Chandel,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0
2019-20,Manipur,Churachandpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Imphal East,23,0,2,3,6,9,3,0,35,0,4,2,8,20,1,0,0,0,0,0,0,0,0,0,58,0,6,5,14,29,4,0
2019-20,Manipur,Imphal West,9,0,1,2,3,3,0,0,26,0,3,4,8,10,1,0,0,0,0,0,0,0,0,0,35,0,4,6,11,13,1,0
2019-20,Manipur,Senapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Tamenglong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Thoubal,13,0,0,3,6,0,4,0,17,0,3,5,5,2,1,1,0,0,0,0,0,0,0,0,30,0,3,8,11,2,5,1
2019-20,Manipur,Ukhrul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Kakching,10,0,0,2,2,4,1,1,18,0,2,1,12,3,0,0,0,0,0,0,0,0,0,0,28,0,2,3,14,7,1,1
2019-20,Manipur,Kamjong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Kangpokpi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Jiribam,4,0,0,0,1,3,0,0,5,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,3,3,0,0
2019-20,Manipur,Noney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Pherzawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Tengnoupal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Manipur,Total Districts ,76,1,3,14,21,24,11,2,125,1,15,17,46,40,5,1,0,0,0,0,0,0,0,0,201,2,18,31,67,64,16,3
2019-20,Meghalaya,Garo Hills East,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019-20,Meghalaya,Garo Hills North,2,0,0,0,0,2,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0
2019-20,Meghalaya,Garo Hills South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Meghalaya,Garo Hills South West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Meghalaya,Garo Hills West,4,0,0,0,2,1,1,0,30,1,3,9,12,5,0,0,0,0,0,0,0,0,0,0,34,1,3,9,14,6,1,0
2019-20,Meghalaya,Jaintia Hills West,2,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0
2019-20,Meghalaya,Jaintia Hills East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Meghalaya,Khasi Hills East,72,0,2,4,34,23,5,4,61,0,2,13,29,12,3,2,0,0,0,0,0,0,0,0,133,0,4,17,63,35,8,6
2019-20,Meghalaya,Khasi Hills South West,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0
2019-20,Meghalaya,Khasi Hills West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Meghalaya,Ri-Bhoi,10,0,0,5,4,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,7,0,0,1
2019-20,Meghalaya,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Meghalaya,Total Districts ,92,0,2,10,41,28,6,5,102,1,6,25,47,18,3,2,0,0,0,0,0,0,0,0,194,1,8,35,88,46,9,7
2019-20,Mizoram,Aizawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Champhai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Kolasib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Lawngtlai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Lunglei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Mamit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Saiha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Serchhip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Spl Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Saitual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Khawzawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Hnahthial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Mizoram,Total Districts ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Dimapur,10,0,0,0,6,1,2,1,9,0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,19,0,3,1,10,2,2,1
2019-20,Nagaland,Kiphire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Kohima,4,0,2,2,0,0,0,0,18,0,5,8,4,1,0,0,0,0,0,0,0,0,0,0,22,0,7,10,4,1,0,0
2019-20,Nagaland,Longleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Mokokchung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Peren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Phek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,Nagaland,Tuensang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
